,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,goodness,happiness,sadness,anger,afraid,disgust,surprise,positive_prob,sub_probs
125,"I also saw a lot of hateful comments and was shocked! How does this differ from the extreme one-size-fits-all approach you criticize, when the badness of some groups is diffused to the badness of all human beings? I don’t understand emmmmm, it’s very painful for these people to live as a human being!",39,-0.11614401858304306,1,2,39,2,0,1,0,1,1,0,92.6272,"[0.8540569306364091, 0.35072516527654074, 0.5042070995707119, 0.721381175827167, 0.24458673144701681, 0.8874081175557843]"
126,"A group of people are accusing human beings of being cruel, but they are not biting you. Of course you can be a beautiful Virgin~",18,-3.8144652643986703,0,2,17,0,1,0,0,0,2,0,99.8766,"[0.9838149284534177, 0.2601243014314908, 0.9790492372608838]"
127,"Damn, the first one is the most useful. If you want to keep a dog, you should announce it in the community first. More than half of the residents agree and go through the procedures to keep one.",21,0.0,0,0,23,0,0,0,0,0,0,0,25.0425,"[0.5820484555139871, 0.8947141481951248, 0.03365683999272806]"
128,"Why do you always have to pay for raising a dog in Germany? This tax and that fee. In a word, German taxpayers&#39; money is used to raise people, not dogs. It’s okay to keep a dog and pay taxes. Therefore, German dogs are also called &quot;tax dogs&quot;",26,-0.4621182654629877,0,0,29,0,0,0,0,0,1,0,87.0158,"[0.09815607078754285, 0.4737672181921908, 0.5269345494033295, 0.750652377228571, 0.5701022324073547, 0.7154750456950049, 0.5262327818078083, 0.5, 0.5262327818078083, 0.9273132609452787]"
129,"Some people say that the dog-raising regulations in Germany are too strict, and it is not allowed for dogs to bark in their own homes. What can I say? Think about it, you are having sex and your neighbor’s dog barks. That would be scary. What does it mean to be people-oriented? Germany is that.",32,-0.48894500042620404,1,1,32,0,0,1,0,1,1,0,98.6317,"[0.4176302312448288, 0.9028809892802642, 0.5338960270368025, 0.39041446358519516, 0.46846846846846857, 0.79143335403005, 0.8517793258088078, 0.13333333333333341, 0.5702515177797052, 0.90625]"
130,"Foreigners kill and eat dogs to repay Japanese dogs, #UKcrocodileexpert sexually assaulted 42 dogs and caused 39 deaths. No so-called &quot;animal protection&quot; bloggers have come out to condemn this topic, biting a 2-year-old little girl from his own country It&#39;s quite fierce.",36,-2.378558672135192,1,2,37,1,0,0,0,0,1,0,43.6965,"[0.3308253922542641, 0.513466612198218, 0.3795472369532812]"
131,These are some of the articles in the Animal Protection Law that people are thinking about.,13,1.3363098871020178,1,0,14,0,0,1,0,0,0,0,99.8653,[0.9986532159883689]
132,"I remember watching a foreign documentary where a dog barked at home and the neighbors complained directly. In the end, they had to cut their vocal cords.",21,0.0,0,0,22,0,0,0,1,0,0,0,96.8717,"[0.9667579083261385, 0.7820877262180789, 0.3016753187034219, 0.48482950186245677]"
133,The problem is that there is no relevant law in the country. No one suggested it...it&#39;s useless to just say it online...,12,-5.142274845057008,0,0,13,0,0,0,0,0,1,0,78.9634,"[0.9761626967745031, 0.09240395807998814]"
134,There really is a dog ethics academy,6,0.0,0,0,6,0,0,0,0,0,0,0,70.2428,[0.7024277657314381]
135,"People are sentenced for abusing animals, and arbitrary breeding is not allowed. Stray animals are adopted uniformly. Stray animals are adopted uniformly. All those without happiness are adopted away.",19,-2.014888631170102,0,1,17,0,1,0,0,0,1,0,99.9996,"[0.8658687683927797, 0.2625867156536068, 0.9935506256471455, 0.9935506256471455, 0.8621779030795801]"
136,Domestic dog lovers just want to enjoy their rights and don’t want to take on responsibilities. The responsibility is thrown to society.,14,0.0,1,0,14,0,1,0,0,0,0,0,86.9039,"[0.9798096616052318, 0.10594776494265301, 0.5873941675616238]"
137,"Didn’t patriots use cars as an example? If a car kills someone, does that mean it is banned? Then let them take four exams and pass the exam before they can raise a dog.",23,-0.5000000000000017,1,1,22,2,0,0,0,0,1,0,90.4871,"[0.5403342390658761, 0.5870670978420224, 0.34527875471283087, 0.950832738573164, 0.45930848024617754]"
138,Can I say that someone is incompetent or causing trouble if the right track is not picked up?,14,-0.2777179694270302,0,1,15,0,0,0,0,0,2,0,47.3624,"[0.3398176935965953, 0.6600535417414717]"
139,"Celebrities who speak out for dogs should donate 5 million each to animal adoption centers in each city. Nowadays, the adoption centers rely on the government to provide part of the money and citizens donate part of it. The cost is far from enough, so the conditions are very poor. Recently, all the animal adoption centers have been closed down. At the adoption station, those who violate the regulations when applying for dog certificates can collect the fines after paying the fine. I appeal to those who care for animals and speak out online to stop talking and make donations to prove their true love.",57,0.36859787859971305,6,2,48,2,0,0,0,0,0,0,99.9983,"[0.9979209138039186, 0.9857306760811482, 0.23206792344700977, 0.15254576177939505, 0.3888485070141492, 0.17999855458658054, 0.789911087612544, 0.9921199876999824]"
140,Support sending all these stray dogs to the homes of the following actors @阿多 @陈凯浩 @杨迪 @ 张信宇 @谢智强,15,1.0977117650894692,1,0,15,1,0,0,0,0,1,0,100.0,[0.9999999981991567]
141,Where did 40 million stray dogs come from? It wasn&#39;t thrown away by a dog owner.,11,-1.1291551562383857,0,0,11,0,0,0,0,0,1,0,88.5948,"[0.9363883294999784, 0.3695372269582685]"
142,"Tu&#39;ao is not as strict, but its treatment of stray cats and dogs is similar to that in Germany. So I have been in Tu&#39;ao for more than 10 years and have never seen a stray cat or dog. Some people have really last resort reasons (such as illness) and cannot continue to keep them, and they will send them to shelters themselves.",41,-0.46544886119325757,1,0,42,0,0,2,0,0,0,0,99.6496,"[0.24347414190828665, 0.9981584226944589, 0.25456282944350117, 0.8749566327427799, 0.5094781625241044]"
143,"The management of stray dogs in China has become an international topic, far beyond the conflict between Russia and Ukraine and the war between Palestine and Israel.",20,0.7095846072490973,1,0,20,0,0,0,0,0,1,0,99.4478,"[0.947153721815025, 0.23835695896033038, 0.9753774556138436]"
144,&quot;The moon in foreign countries is so round&quot;,4,0.0,0,0,6,0,0,0,0,0,0,0,66.8896,[0.6688959624662043]
145,"Great, I think this is how to treat dogs as family members",12,0.0,0,0,13,0,0,0,0,0,0,0,30.8231,"[0.4734776023452153, 0.3549876416900678]"
146,"Internet users have raised the severity of this wave of dog beating incidents to the same level as Japan’s discharge of nuclear sewage into the sea, and have expressed that they no longer love humans.",28,-0.01668278266468981,0,0,28,1,0,0,0,0,1,0,97.12,"[0.49854339908797385, 0.2784870322104671, 0.9908608019931628]"
147,"To raise a dog abroad, the area of the house and yard is also required. You don’t have to be qualified just to raise a dog.",15,-0.5976747014806505,0,0,15,0,0,0,0,0,1,0,77.9607,"[0.8349273597525996, 0.437194356409896]"
148,Which star comes to take it away and keep it?,6,0.0,0,0,7,0,0,0,0,0,0,0,81.6943,"[0.6923076923076924, 0.5409112800514142, 0.6750000000000002]"
149,"There is a fool who said that foreign dogs can enter shopping malls, schools, planes and subways.",12,0.0,0,0,12,0,0,0,0,0,1,0,87.2794,[0.8727941648743067]
150,"Reposted from a German netizen: Germany also has many laws to protect dogs, such as: 1. Abuse of dogs: fined or imprisoned for up to three years 2. Killing of dogs: fined or imprisoned for up to three years 3. Failure to take adequate care of the owner: fined or imprisoned Imprisonment of up to three years 4. Attempted or negligent cruelty of a dog: fine up to 25,000 euros 5. Abandonment of a dog: fine up to 25,000 euros 6. Stealing a dog, selling it as stolen goods or embezzlement: fine or imprisonment",44,-0.8343568352703945,2,7,39,7,1,1,0,0,6,0,96.785,"[0.999821875001827, 0.005921858584508111]"
151,"In the past, crayfish were also a problem for the ecology, right? Now I go to ordinary ponds to catch a few small ones, but they are all solved by diners. It is recommended to promote the characteristics of Huajiang, the first of Guizhou&#39;s three wonders, to solve stray dogs.",37,0.0,0,0,39,0,2,0,0,0,0,0,81.2459,"[0.5225802334617956, 0.7769249187080616, 0.13786636106702732, 0.9068747197157911]"
152,This can indeed be learned from,4,0.0,0,0,4,2,0,0,0,0,0,0,76.0148,[0.7601479507289086]
153,"Just copy it, and add another one. Dogs in the city not only need to be on a leash when going out, but also have to be muzzled.",21,0.0,0,0,22,0,0,0,0,0,0,0,62.2992,"[0.3687285678998663, 0.49934862778816136, 0.6242378996602675, 0.7005784845415676]"
154,How many celebrities have been raised in the pet industry chain?,9,0.0,0,0,10,1,0,0,0,0,0,0,92.9011,"[0.7755351838298226, 0.8079570970015143]"
155,"Weibo is fine, but some news is the hardest hit area. They are doing all kinds of tricks, so I will take care of them as long as I can, but I won’t take good care of them.",20,-0.8552551024859392,0,1,19,0,0,0,0,0,0,0,97.0986,"[0.8085915860664391, 0.34433746104485496, 0.7088809185889869, 0.8789588375337448, 0.5649388905957764]"
156,"Support, their animal protection laws are also very sound and we should learn from them",10,2.8064268712398657,2,0,9,3,0,0,0,0,0,0,95.0168,"[0.626712328767123, 0.8826077808955277, 0.6507936507936506]"
157,"Two additional things: dogs over 6 months old must wear a muzzle, and the length of the dog leash should not exceed two meters outdoors and one meter indoors.",18,0.0,0,0,22,1,0,0,0,0,0,0,6.2807,"[0.07309947565928554, 0.4855603461155117]"
158,"Where are there so many stray dogs? For us, stray dogs are just meat. Dog meat is in short supply at the beginning of winter and winter. Dog thieves everywhere.",18,-0.792938386380749,0,1,20,0,1,0,0,0,0,0,99.6832,"[0.9478112513359778, 0.942364904142952, 0.7832382034508965, 0.2866612009746622]"
159,good idea!,2,0.0,0,0,3,0,0,0,0,0,0,0,30.4218,[0.30421847756149345]
160,"I strongly support learning from the advanced dog laws in the West. People who really love dogs will not be reluctant to spend this money. If such a law is implemented in our country, the fees will definitely not be so expensive, and as long as it is strictly necessary, there will definitely be exemptions. Raising the threshold is good for both dogs and people.",40,0.9028704809861293,1,0,40,6,0,1,0,0,0,0,96.6446,"[0.9715066147524395, 0.9127471203777924, 0.4531612903988774, 0.16019434649440534, 0.4737672181921926, 0.4896238163861679]"
161,I agree with the Animal Protection Law. Please follow this standard.,8,0.0,0,0,8,1,0,0,0,0,0,0,8.7606,[0.08760558266226315]
162,"11 Very good, is it suitable for stray cats?",7,-1.3715486886969117,0,0,8,0,0,0,0,0,0,0,95.077,"[0.5464492763644826, 0.9468214733834145]"
163,"If you want to enjoy your rights, you must fulfill basic obligations",8,0.0,0,0,8,1,1,0,0,0,0,0,77.5283,[0.7752833256364617]
164,"When it comes to spending money, animal rights activists are all silent. Their faith can be measured by money. As long as the funds are in place, no matter what faith they believe in, they can make money and do business, which is not shabby.",26,-0.752189506259306,0,0,27,0,0,0,1,0,0,0,99.9982,"[0.10339712754262065, 0.6623673064893458, 0.9920246691444108, 0.9668980753371473, 0.9947620819362616, 0.40000000000000013, 0.4342105263157895, 0.5875211305051237]"
165,This is good 👍,3,0.0,0,0,4,0,0,0,0,0,0,0,76.0944,[0.7609438730299719]
166,@杨迪@陈浩然 is this good or not? Is it reasonable?,8,0.0,0,0,11,0,0,0,0,0,1,0,99.7924,"[0.9994046813643807, 0.2413291856603904]"
167,"People who were bitten by dogs when they were young will always walk around when they see a dog, especially one that can startle you when it suddenly jumps up to you. This is so necessary.",27,0.0,0,0,28,0,0,0,0,0,0,0,89.3311,"[0.8551425511048092, 0.5451862049930898, 0.755731004659148, 0.34387502381406]"
168,Another day of loving Germany,7,0.0,0,0,7,1,0,0,0,0,0,0,91.8262,[0.9182622919146423]
169,"This can be supported, starting with cities",7,9.271195670406051,1,0,7,1,0,0,0,0,0,0,67.4374,"[0.626712328767123, 0.5780864288419522]"
170,"Germany’s dog-raising regulations are very good, and they are kind to other people and dogs, so there should be no stray dogs.",17,-2.062074889095401,0,0,17,0,0,0,0,0,0,0,99.9866,"[0.9987043604190035, 0.5707999203423404, 0.8995493546310099]"
171,Worse than warning,2,0.0,0,0,2,0,0,0,0,0,0,0,47.3767,[0.4737672181921917]
172,This is indeed possible,4,0.0,0,0,4,1,0,0,0,0,0,0,72.8101,[0.7281012391583588]
173,No wonder people in the West always save dogs first when rescuing victims. It turns out they can’t afford to throw them away.,16,3.3728870842524934,2,0,14,0,0,0,0,0,0,1,64.1286,"[0.6650711265135741, 0.5]"
174,These regulations can be copied completely,5,7.976777027785627,1,0,4,0,0,0,0,0,0,0,57.4549,[0.574549474228723]
175,I wonder why there are no stray dogs here. Could it be because we are in the same province as a city that holds a dog meat festival?,19,-2.0233008816267066,0,0,19,0,0,0,0,0,0,1,81.9081,"[0.8652051723524349, 0.4392886563513567]"
176,I have to say that the Germans are still rigorous. The moon is really round.,9,0.0,0,0,11,1,0,0,0,0,0,0,72.4744,"[0.4284363470933519, 0.6926066041960325, 0.6579276672265117]"
177,Is Germany playing so hard?,6,0.0,0,0,6,0,0,0,0,0,0,0,83.0181,[0.8301814696234867]
178,I&#39;ve been to Germany and didn&#39;t notice this. real or fake? But you really need to learn this.,14,-0.4803555597520675,0,1,15,0,0,0,0,0,1,0,89.1383,"[0.9017048810645021, 0.30225871744534893, 0.5042906456488253, 0.7355792038023481]"
179,At least most people do not meet the conditions for raising a dog in Germany.,11,-2.1091611461550595,0,0,10,0,0,0,0,0,0,0,91.4967,[0.9149670934125969]
180,"Pet lovers are asked to cull instead of abandoning pets when they abandon them, so as to solve the problem of stray animals from the source.",18,-3.126035265817054,1,2,17,0,1,2,0,0,0,0,99.9889,"[0.9870401557595768, 0.9924544066097365]"
181,"It is indeed necessary to legislate immediately: the &quot;Pet Feeding Management Law&quot;, those who abandon, disturb residents, harm others, etc. will be sentenced to more than three years in prison",18,-0.26429240567848944,0,2,20,3,0,1,0,0,2,0,99.8683,"[0.9952127284739705, 0.7499999999999999, 0.2500000000000001, 0.7263117114553581]"
182,We can learn from the American way of handling,6,0.0,0,0,6,0,0,0,0,0,0,0,93.7352,[0.9373523818101946]
183,"It’s a good method. If there is no buying and selling, there will be no harm.",8,-8.159899352759046,0,1,7,0,0,1,0,0,0,0,72.2337,"[0.7843671161615536, 0.4427050937888589]"
184,"Not only are there no stray dogs, but there are not many domesticated dogs.",8,-12.11837417814973,0,0,7,0,0,0,0,0,0,0,95.2792,"[0.942364904142952, 0.5782520499001076]"
185,"@海文娜 Please tell me, is this true? Thanks",7,0.0,0,0,10,1,0,0,0,0,0,0,81.0373,"[0.8401861673544144, 0.40412610127827087, 0.5965665236051504]"
186,"After all, it is still a human problem. Once the dog is in charge, the dog&#39;s problem will naturally be solved.",13,0.0,0,0,15,0,2,0,0,0,0,0,94.3252,"[0.8267170714752121, 0.7013478164520834, 0.6466884678275912]"
187,Let the dog slave jump again,5,0.0,0,0,5,0,0,0,0,0,0,0,74.6455,[0.7464552642500568]
188,"International advanced experience, support.",4,12.263955068659884,1,0,5,1,0,0,0,0,0,0,83.6168,"[0.7715141479292493, 0.626712328767123]"
189,Recommended to follow,2,0.0,0,0,2,0,0,0,0,0,0,0,34.3331,[0.3433308752209363]
190,There is a reason for development,4,0.0,0,0,4,2,0,0,0,0,0,0,95.95,[0.959499539443214]
